"","LTeamID","WTeamID","Season","DayNum","WScore","LScore","WLoc","NumOT","Winner","Loser"
"43314",1197,1156,2010,17,78,64,"H",0,"Cleveland St","Florida A&M"
"43324",1197,1313,2010,70,78,65,"A",0,"Norfolk St","Florida A&M"
"43358",1197,1354,2010,119,91,65,"H",0,"S Carolina St","Florida A&M"
"43460",1197,1198,2010,31,61,56,"A",0,"Florida Intl","Florida A&M"
"43485",1197,1412,2010,26,90,59,"H",0,"UAB","Florida A&M"
"43499",1197,1126,2010,127,64,53,"N",0,"Bethune-Cookman","Florida A&M"
"43506",1197,1175,2010,77,64,57,"A",0,"Delaware St","Florida A&M"
"43542",1197,1196,2010,29,80,59,"H",0,"Florida","Florida A&M"
"43562",1198,1409,2010,13,81,49,"H",0,"Tulsa","Florida Intl"
"43597",1198,1184,2010,26,81,67,"H",0,"E Kentucky","Florida Intl"
"43609",1198,1194,2010,89,106,88,"H",0,"FL Atlantic","Florida Intl"
"43621",1198,1443,2010,117,88,61,"A",0,"WKU","Florida Intl"
"43689",1198,1176,2010,124,71,64,"N",0,"Denver","Florida Intl"
"43714",1198,1443,2010,75,81,64,"H",0,"WKU","Florida Intl"
"43732",1198,1132,2010,28,67,62,"H",0,"Bowling Green","Florida Intl"
"43778",1198,1176,2010,45,59,53,"H",0,"Denver","Florida Intl"
"43783",1198,1241,2010,20,81,68,"A",0,"James Madison","Florida Intl"
"43784",1198,1317,2010,96,68,66,"A",0,"North Texas","Florida Intl"
"43793",1198,1418,2010,94,83,63,"H",0,"Louisiana","Florida Intl"
"43814",1198,1199,2010,34,82,62,"H",0,"Florida St","Florida Intl"
"43820",1198,1284,2010,11,99,70,"H",0,"Monmouth NJ","Florida Intl"
"43828",1198,1407,2010,103,81,78,"H",0,"Troy","Florida Intl"
"43877",1198,1293,2010,21,84,71,"A",0,"Murray St","Florida Intl"
"43884",1198,1407,2010,68,84,68,"A",0,"Troy","Florida Intl"
"43906",1198,1195,2010,40,81,64,"H",0,"FL Gulf Coast","Florida Intl"
"43909",1198,1375,2010,59,71,59,"A",0,"South Alabama","Florida Intl"
"43934",1198,1375,2010,101,69,65,"H",1,"South Alabama","Florida Intl"
"43965",1198,1292,2010,115,74,71,"A",0,"MTSU","Florida Intl"
"44002",1198,1358,2010,50,93,63,"H",0,"Sam Houston St","Florida Intl"
"44016",1198,1309,2010,61,68,58,"H",0,"New Orleans","Florida Intl"
"44032",1198,1117,2010,80,76,61,"A",0,"Arkansas St","Florida Intl"
"44040",1198,1314,2010,7,88,72,"H",0,"North Carolina","Florida Intl"
"44080",1198,1194,2010,108,77,74,"A",0,"FL Atlantic","Florida Intl"
"44110",1199,1301,2010,130,58,52,"N",0,"NC State","Florida St"
"44115",1199,1326,2010,30,77,64,"H",0,"Ohio St","Florida St"
"44266",1199,1196,2010,22,68,52,"H",0,"Florida","Florida St"
"44283",1199,1268,2010,94,71,67,"A",0,"Maryland","Florida St"
"44357",1199,1301,2010,71,88,81,"A",0,"NC State","Florida St"
"44380",1199,1181,2010,86,70,56,"H",0,"Duke","Florida St"
"44423",1199,1155,2010,118,53,50,"A",0,"Clemson","Florida St"
"44499",1199,1155,2010,100,77,67,"H",0,"Clemson","Florida St"
"44539",1199,1268,2010,69,77,68,"H",0,"Maryland","Florida St"
"44658",1200,1150,2010,96,77,72,"A",0,"Charlotte","Fordham"
"44666",1200,1241,2010,51,85,73,"H",0,"James Madison","Fordham"
"44685",1200,1193,2010,13,63,55,"H",0,"Fairfield","Fordham"
"44690",1200,1387,2010,79,75,48,"H",0,"St Louis","Fordham"
"44756",1200,1396,2010,82,62,45,"A",0,"Temple","Fordham"
"44761",1200,1132,2010,33,67,46,"A",0,"Bowling Green","Fordham"
"44792",1200,1263,2010,11,76,73,"A",0,"Maine","Fordham"
"44829",1200,1182,2010,124,111,100,"H",0,"Duquesne","Fordham"
"44835",1200,1348,2010,75,85,67,"A",0,"Rhode Island","Fordham"
"44846",1200,1437,2010,47,96,58,"N",0,"Villanova","Fordham"
"44850",1200,1386,2010,68,82,69,"H",0,"St Joseph's PA","Fordham"
"44899",1200,1269,2010,65,78,76,"H",0,"Massachusetts","Fordham"
"44925",1200,1462,2010,90,108,60,"H",0,"Xavier","Fordham"
"44940",1200,1173,2010,72,74,58,"A",0,"Dayton","Fordham"
"44955",1200,1214,2010,62,78,54,"H",0,"Hampton","Fordham"
"44971",1200,1462,2010,121,82,56,"A",0,"Xavier","Fordham"
"44977",1200,1348,2010,110,101,75,"H",0,"Rhode Island","Fordham"
"45001",1200,1382,2010,114,73,68,"A",0,"St Bonaventure","Fordham"
"45023",1200,1216,2010,19,70,62,"H",0,"Hartford","Fordham"
"45033",1200,1247,2010,86,80,73,"A",0,"La Salle","Fordham"
"45044",1200,1350,2010,107,84,56,"H",0,"Richmond","Fordham"
"45083",1200,1264,2010,26,68,44,"H",0,"Manhattan","Fordham"
"45091",1200,1382,2010,100,72,61,"H",0,"St Bonaventure","Fordham"
"45099",1200,1203,2010,103,78,53,"A",0,"G Washington","Fordham"
"45124",1200,1385,2010,41,73,56,"H",0,"St John's","Fordham"
"45147",1200,1244,2010,57,79,66,"H",0,"Kennesaw","Fordham"
"45194",1201,1225,2010,103,68,59,"A",0,"Idaho","Fresno St"
"45212",1201,1365,2010,26,74,67,"H",0,"Santa Clara","Fresno St"
"45220",1201,1370,2010,17,85,84,"H",0,"Seattle","Fresno St"
"45241",1201,1285,2010,49,59,56,"H",0,"Montana","Fresno St"
"45242",1201,1361,2010,21,62,58,"A",0,"San Diego St","Fresno St"
"45328",1201,1333,2010,51,73,65,"H",0,"Oregon St","Fresno St"
"45406",1201,1364,2010,110,64,60,"A",0,"UC Santa Barbara","Fresno St"
"45412",1201,1308,2010,75,86,77,"H",0,"New Mexico St","Fresno St"
"45416",1201,1363,2010,117,72,45,"H",0,"San Jose St","Fresno St"
"45420",1201,1140,2010,40,72,67,"A",0,"BYU","Fresno St"
"45432",1201,1429,2010,80,69,43,"A",0,"Utah St","Fresno St"
"45446",1201,1305,2010,107,74,70,"H",0,"Nevada","Fresno St"
"45462",1201,1256,2010,73,81,73,"H",0,"Louisiana Tech","Fresno St"
"45526",1201,1256,2010,129,74,66,"N",0,"Louisiana Tech","Fresno St"
"45546",1201,1429,2010,119,76,39,"H",0,"Utah St","Fresno St"
"45629",1201,1334,2010,29,70,58,"A",0,"Pacific","Fresno St"
"45651",1201,1129,2010,89,65,49,"H",0,"Boise St","Fresno St"
"45653",1201,1225,2010,87,74,59,"H",0,"Idaho","Fresno St"
"45671",1202,1154,2010,82,70,60,"H",0,"Citadel","Furman"
"45765",1202,1376,2010,49,81,57,"H",0,"South Carolina","Furman"
"45806",1202,1204,2010,107,79,77,"H",0,"Ga Southern","Furman"
"45883",1202,1422,2010,68,88,78,"H",0,"UNC Greensboro","Furman"
"45926",1202,1459,2010,89,57,46,"H",0,"Wofford","Furman"
"45944",1202,1364,2010,56,72,60,"N",0,"UC Santa Barbara","Furman"
"45955",1202,1155,2010,41,82,53,"H",0,"Clemson","Furman"
"45959",1202,1189,2010,96,66,55,"A",0,"Elon","Furman"
"45976",1202,1354,2010,46,93,91,"A",1,"S Carolina St","Furman"
"46022",1202,1349,2010,22,77,65,"H",0,"Rice","Furman"
"46029",1202,1158,2010,80,92,80,"H",0,"Col Charleston","Furman"
"46040",1202,1172,2010,72,86,81,"A",0,"Davidson","Furman"
"46046",1202,1172,2010,110,61,58,"H",0,"Davidson","Furman"
"46081",1202,1422,2010,123,66,65,"N",0,"UNC Greensboro","Furman"
"46090",1202,1459,2010,100,76,65,"A",0,"Wofford","Furman"
"46163",1202,1158,2010,117,69,66,"A",0,"Col Charleston","Furman"
"46187",1202,1441,2010,33,64,57,"A",0,"W Carolina","Furman"
"46235",1203,1182,2010,96,70,63,"A",0,"Duquesne","G Washington"
"46252",1203,1350,2010,110,74,70,"H",0,"Richmond","G Washington"
"46257",1203,1386,2010,121,80,71,"A",0,"St Joseph's PA","G Washington"
"46316",1203,1350,2010,82,62,57,"A",0,"Richmond","G Washington"
"46345",1203,1173,2010,127,70,60,"H",0,"Dayton","G Washington"
"46398",1203,1348,2010,89,72,66,"H",0,"Rhode Island","G Washington"
"46479",1203,1247,2010,72,65,64,"H",0,"La Salle","G Washington"
"46490",1203,1344,2010,37,110,97,"A",0,"Providence","G Washington"
"46492",1203,1217,2010,58,66,53,"H",0,"Harvard","G Washington"
"46499",1203,1396,2010,124,70,57,"H",0,"Temple","G Washington"
"46522",1203,1150,2010,93,72,68,"H",0,"Charlotte","G Washington"
"46538",1203,1462,2010,69,76,69,"A",0,"Xavier","G Washington"
"46568",1203,1173,2010,79,66,51,"H",0,"Dayton","G Washington"
"46610",1203,1333,2010,26,64,57,"A",0,"Oregon St","G Washington"
"46688",1204,1154,2010,33,68,43,"H",0,"Citadel","Ga Southern"
"46689",1204,1172,2010,96,84,74,"H",0,"Davidson","Ga Southern"
"46695",1204,1301,2010,40,75,57,"H",0,"NC State","Ga Southern"
"46710",1204,1151,2010,65,75,63,"A",0,"Chattanooga","Ga Southern"
"46722",1204,1111,2010,103,111,83,"H",0,"Appalachian St","Ga Southern"
"46778",1204,1191,2010,45,75,58,"H",0,"Evansville","Ga Southern"
"46779",1204,1157,2010,43,69,58,"A",0,"Coastal Car","Ga Southern"
"46805",1204,1172,2010,82,91,87,"A",0,"Davidson","Ga Southern"
"46819",1204,1434,2010,25,97,89,"A",0,"Valparaiso","Ga Southern"
"46856",1204,1376,2010,14,90,66,"H",0,"South Carolina","Ga Southern"
"46886",1204,1209,2010,50,85,65,"H",0,"Georgia St","Ga Southern"
"46898",1204,1196,2010,16,69,49,"H",0,"Florida","Ga Southern"
"46908",1204,1441,2010,94,83,68,"H",0,"W Carolina","Ga Southern"
"46968",1204,1157,2010,57,76,64,"H",0,"Coastal Car","Ga Southern"
"46973",1204,1120,2010,61,95,75,"H",0,"Auburn","Ga Southern"
"46984",1204,1151,2010,123,82,62,"N",0,"Chattanooga","Ga Southern"
"46989",1204,1459,2010,73,71,57,"H",0,"Wofford","Ga Southern"
"47032",1204,1459,2010,110,82,76,"A",1,"Wofford","Ga Southern"
"47045",1204,1202,2010,75,69,45,"H",0,"Furman","Ga Southern"
"47106",1204,1240,2010,19,89,67,"H",0,"Jacksonville St","Ga Southern"
"47110",1204,1158,2010,31,68,59,"H",0,"Col Charleston","Ga Southern"
"47134",1204,1158,2010,89,90,72,"A",0,"Col Charleston","Ga Southern"
"47159",1204,1422,2010,119,81,79,"H",0,"UNC Greensboro","Ga Southern"
"47168",1205,1400,2010,57,95,63,"H",0,"Texas","Gardner Webb"
"47195",1205,1421,2010,33,58,56,"A",0,"UNC Asheville","Gardner Webb"
"47204",1205,1336,2010,47,104,57,"H",0,"Penn St","Gardner Webb"
"47205",1205,1441,2010,26,75,59,"A",0,"W Carolina","Gardner Webb"
"47227",1205,1421,2010,117,89,86,"H",0,"UNC Asheville","Gardner Webb"
"47255",1205,1251,2010,103,69,61,"A",0,"Liberty","Gardner Webb"
"47256",1205,1241,2010,45,78,57,"A",0,"James Madison","Gardner Webb"
"47271",1205,1347,2010,87,80,73,"A",0,"Radford","Gardner Webb"
"47276",1205,1457,2010,82,65,45,"A",0,"Winthrop","Gardner Webb"
"47294",1205,1440,2010,101,92,85,"A",0,"VMI","Gardner Webb"
"47301",1205,1347,2010,63,75,45,"H",0,"Radford","Gardner Webb"
"47308",1205,1219,2010,89,82,80,"A",1,"High Point","Gardner Webb"
"47310",1205,1457,2010,106,69,64,"H",0,"Winthrop","Gardner Webb"
"47311",1205,1251,2010,73,68,57,"H",0,"Liberty","Gardner Webb"
"47321",1205,1314,2010,21,93,72,"H",0,"North Carolina","Gardner Webb"
"47325",1205,1150,2010,40,95,66,"H",0,"Charlotte","Gardner Webb"
"47338",1205,1219,2010,61,78,68,"H",0,"High Point","Gardner Webb"
"47355",1205,1157,2010,94,96,60,"H",0,"Coastal Car","Gardner Webb"
"47387",1205,1157,2010,68,80,64,"A",0,"Coastal Car","Gardner Webb"
"47413",1205,1181,2010,43,113,68,"H",0,"Duke","Gardner Webb"
"47441",1205,1189,2010,110,84,79,"A",0,"Elon","Gardner Webb"
"47460",1206,1209,2010,93,61,57,"H",0,"Georgia St","George Mason"
"47471",1206,1347,2010,58,80,53,"H",0,"Radford","George Mason"
"47640",1206,1318,2010,117,50,48,"A",0,"Northeastern","George Mason"
"47662",1206,1180,2010,96,73,60,"H",0,"Drexel","George Mason"
"47672",1206,1203,2010,30,66,49,"H",0,"G Washington","George Mason"
"47683",1206,1158,2010,110,85,83,"A",0,"Col Charleston","George Mason"
"47688",1206,1318,2010,66,71,46,"H",0,"Northeastern","George Mason"
"47690",1206,1408,2010,26,76,71,"H",0,"Tulane","George Mason"
"47722",1206,1433,2010,124,75,60,"N",0,"VCU","George Mason"
"47747",1206,1173,2010,36,56,55,"A",0,"Dayton","George Mason"
"47807",1206,1456,2010,106,63,60,"A",0,"William & Mary","George Mason"
"47824",1206,1210,2010,18,70,62,"N",0,"Georgia Tech","George Mason"
"47888",1206,1437,2010,17,69,68,"N",0,"Villanova","George Mason"
"47910",1206,1330,2010,103,76,60,"H",0,"Old Dominion","George Mason"
"47935",1207,1378,2010,93,72,64,"A",0,"South Florida","Georgetown"
"47998",1207,1323,2010,117,78,64,"A",0,"Notre Dame","Georgetown"
"48027",1207,1266,2010,65,62,59,"H",0,"Marquette","Georgetown"
"48076",1207,1393,2010,108,75,71,"A",0,"Syracuse","Georgetown"
"48099",1207,1452,2010,131,60,58,"N",0,"West Virginia","Georgetown"
"48133",1207,1330,2010,47,61,57,"A",0,"Old Dominion","Georgetown"
"48157",1207,1393,2010,84,73,56,"H",0,"Syracuse","Georgetown"
"48164",1207,1353,2010,104,71,68,"H",0,"Rutgers","Georgetown"
"48190",1207,1437,2010,76,82,77,"H",0,"Villanova","Georgetown"
"48285",1207,1452,2010,119,81,68,"H",0,"West Virginia","Georgetown"
"48338",1208,1412,2010,19,72,56,"H",0,"UAB","Georgia"
"48352",1208,1281,2010,61,89,61,"H",0,"Missouri","Georgia"
"48406",1208,1246,2010,68,76,68,"H",0,"Kentucky","Georgia"
"48429",1208,1376,2010,89,78,77,"H",0,"South Carolina","Georgia"
"48461",1208,1116,2010,93,72,68,"A",0,"Arkansas","Georgia"
"48467",1208,1279,2010,72,80,76,"A",0,"Mississippi","Georgia"
"48482",1208,1439,2010,34,74,62,"H",0,"Virginia Tech","Georgia"
"48545",1208,1280,2010,75,72,69,"H",0,"Mississippi St","Georgia"
"48591",1208,1261,2010,124,50,48,"H",0,"LSU","Georgia"
"48598",1208,1397,2010,107,69,60,"H",0,"Tennessee","Georgia"
"48601",1208,1435,2010,130,78,66,"N",0,"Vanderbilt","Georgia"
"48624",1208,1459,2010,15,60,57,"A",0,"Wofford","Georgia"
"48640",1208,1246,2010,121,80,68,"A",0,"Kentucky","Georgia"
"48673",1208,1385,2010,37,66,56,"H",0,"St John's","Georgia"
"48705",1208,1435,2010,115,96,94,"H",1,"Vanderbilt","Georgia"
"48752",1208,1120,2010,100,82,63,"H",0,"Auburn","Georgia"
"48753",1208,1196,2010,86,87,71,"H",0,"Florida","Georgia"
"48775",1209,1179,2010,18,65,58,"N",0,"Drake","Georgia St"
"48803",1209,1180,2010,63,72,57,"A",0,"Drexel","Georgia St"
"48886",1209,1330,2010,113,75,62,"A",0,"Old Dominion","Georgia St"
"48896",1209,1375,2010,24,70,66,"H",0,"South Alabama","Georgia St"
"48996",1209,1318,2010,68,66,54,"A",0,"Northeastern","Georgia St"
"49021",1209,1318,2010,100,62,53,"H",0,"Northeastern","Georgia St"
"49039",1209,1330,2010,87,56,40,"H",0,"Old Dominion","Georgia St"
"49055",1209,1199,2010,43,62,55,"H",0,"Florida St","Georgia St"
"49075",1209,1220,2010,117,87,74,"H",0,"Hofstra","Georgia St"
"49119",1209,1423,2010,65,57,50,"H",0,"UNC Wilmington","Georgia St"
"49124",1209,1456,2010,96,59,56,"A",0,"William & Mary","Georgia St"
"49144",1209,1174,2010,82,76,74,"H",1,"Delaware","Georgia St"
"49171",1209,1206,2010,72,52,49,"H",0,"George Mason","Georgia St"
"49182",1209,1406,2010,103,74,69,"H",1,"Towson","Georgia St"
"49186",1209,1301,2010,10,69,53,"H",0,"NC State","Georgia St"
"49191",1209,1433,2010,75,82,69,"A",0,"VCU","Georgia St"
"49197",1209,1433,2010,89,78,62,"H",0,"VCU","Georgia St"
"49216",1209,1220,2010,123,68,67,"N",0,"Hofstra","Georgia St"
"49241",1209,1237,2010,20,67,56,"N",1,"IUPUI","Georgia St"
"49252",1209,1197,2010,41,60,58,"H",0,"Florida A&M","Georgia St"
"49286",1210,1448,2010,103,75,64,"H",0,"Wake Forest","Georgia Tech"
"49331",1210,1155,2010,120,91,80,"H",0,"Clemson","Georgia Tech"
"49332",1210,1181,2010,132,65,61,"N",0,"Duke","Georgia Tech"
"49402",1210,1181,2010,94,86,67,"H",0,"Duke","Georgia Tech"
"49484",1210,1199,2010,48,66,59,"A",1,"Florida St","Georgia Tech"
"49498",1210,1268,2010,110,76,74,"H",0,"Maryland","Georgia Tech"
"49513",1210,1438,2010,72,82,75,"H",0,"Virginia","Georgia Tech"
"49602",1210,1439,2010,124,88,82,"A",0,"Virginia Tech","Georgia Tech"
"49621",1210,1199,2010,83,68,66,"H",0,"Florida St","Georgia Tech"
"49693",1210,1274,2010,100,64,62,"H",0,"Miami FL","Georgia Tech"
"49705",1210,1173,2010,17,63,59,"N",0,"Dayton","Georgia Tech"
"49743",1210,1208,2010,64,73,66,"H",0,"Georgia","Georgia Tech"
"49772",1211,1258,2010,108,74,66,"H",0,"Loy Marymount","Gonzaga"
"49788",1211,1388,2010,126,81,62,"N",0,"St Mary's CA","Gonzaga"
"49809",1211,1277,2010,15,75,71,"H",0,"Michigan St","Gonzaga"
"49902",1211,1362,2010,89,81,77,"H",1,"San Francisco","Gonzaga"
"49962",1211,1181,2010,47,76,41,"N",0,"Duke","Gonzaga"
"49969",1211,1448,2010,33,77,75,"A",0,"Wake Forest","Gonzaga"
"50097",1212,1341,2010,77,64,59,"A",0,"Prairie View","Grambling"
"50110",1212,1266,2010,19,87,41,"H",0,"Marquette","Grambling"
"50155",1212,1238,2010,82,75,59,"H",0,"Jackson St","Grambling"
"50159",1212,1115,2010,117,68,56,"A",0,"Ark Pine Bluff","Grambling"
"50173",1212,1290,2010,119,65,61,"A",0,"MS Valley St","Grambling"
"50219",1212,1115,2010,89,92,69,"H",0,"Ark Pine Bluff","Grambling"
"50228",1212,1106,2010,122,81,76,"H",0,"Alabama St","Grambling"
"50229",1212,1105,2010,124,81,60,"H",0,"Alabama A&M","Grambling"
"50249",1212,1411,2010,103,87,66,"H",0,"TX Southern","Grambling"
"50315",1212,1238,2010,110,84,79,"A",1,"Jackson St","Grambling"
"50325",1212,1147,2010,15,71,66,"A",0,"Centenary","Grambling"
"50345",1212,1290,2010,91,93,83,"H",0,"MS Valley St","Grambling"
"50348",1212,1458,2010,33,79,46,"H",0,"Wisconsin","Grambling"
"50363",1212,1269,2010,39,81,58,"H",0,"Massachusetts","Grambling"
"50379",1212,1341,2010,105,74,58,"H",0,"Prairie View","Grambling"
"50415",1212,1419,2010,22,76,66,"H",0,"ULM","Grambling"
"50465",1212,1411,2010,130,60,57,"N",0,"TX Southern","Grambling"
"50488",1212,1380,2010,68,73,67,"H",0,"Southern Univ","Grambling"
"50519",1212,1106,2010,63,70,55,"A",0,"Alabama St","Grambling"
"50633",1212,1229,2010,50,80,56,"H",0,"Illinois St","Grambling"
"50667",1212,1411,2010,75,74,59,"A",0,"TX Southern","Grambling"
"50738",1214,1456,2010,23,62,61,"H",0,"William & Mary","Hampton"
"50761",1214,1378,2010,30,74,55,"H",0,"South Florida","Hampton"
"50769",1214,1224,2010,33,56,54,"N",0,"Howard","Hampton"
"50777",1214,1406,2010,47,82,74,"H",0,"Towson","Hampton"
"50783",1214,1288,2010,70,73,63,"A",0,"Morgan St","Hampton"
"50827",1214,1299,2010,105,69,65,"A",0,"NC A&T","Hampton"
"50836",1214,1174,2010,37,55,52,"H",0,"Delaware","Hampton"
"50845",1214,1354,2010,96,72,60,"H",0,"S Carolina St","Hampton"
"50866",1214,1337,2010,25,75,66,"N",0,"Pepperdine","Hampton"
"50902",1214,1126,2010,82,57,52,"A",0,"Bethune-Cookman","Hampton"
"50935",1214,1288,2010,130,74,67,"N",0,"Morgan St","Hampton"
"50959",1214,1433,2010,21,63,52,"A",0,"VCU","Hampton"
"50973",1214,1438,2010,51,80,54,"H",0,"Virginia","Hampton"
"50977",1214,1247,2010,12,83,80,"H",0,"La Salle","Hampton"
"51042",1214,1313,2010,75,66,50,"H",0,"Norfolk St","Hampton"
"51043",1214,1233,2010,15,68,63,"A",0,"Iona","Hampton"
"51045",1214,1313,2010,103,70,66,"A",0,"Norfolk St","Hampton"
"51070",1214,1175,2010,89,58,56,"H",0,"Delaware St","Hampton"
"51172",1216,1420,2010,101,78,70,"A",0,"UMBC","Hartford"
"51217",1216,1383,2010,36,63,60,"H",0,"St Francis NY","Hartford"
"51281",1216,1357,2010,39,76,65,"A",0,"Sacred Heart","Hartford"
"51301",1216,1346,2010,11,85,74,"N",0,"Quinnipiac","Hartford"
"51307",1216,1392,2010,93,54,44,"A",0,"Stony Brook","Hartford"
"51362",1216,1127,2010,114,66,53,"H",0,"Binghamton","Hartford"
"51400",1216,1131,2010,68,84,70,"A",0,"Boston Univ","Hartford"
"51430",1216,1371,2010,31,89,56,"H",0,"Seton Hall","Hartford"
"51460",1216,1463,2010,30,48,46,"A",0,"Yale","Hartford"
"51469",1216,1263,2010,111,66,52,"H",0,"Maine","Hartford"
"51476",1216,1131,2010,124,87,46,"A",0,"Boston Univ","Hartford"
"51485",1216,1384,2010,61,64,52,"H",0,"St Francis PA","Hartford"
"51486",1216,1124,2010,13,71,69,"H",0,"Baylor","Hartford"
"51500",1216,1246,2010,57,104,61,"H",0,"Kentucky","Hartford"
"51520",1216,1392,2010,66,70,59,"H",0,"Stony Brook","Hartford"
"51569",1216,1247,2010,34,75,62,"H",0,"La Salle","Hartford"
"51582",1216,1263,2010,82,77,69,"A",0,"Maine","Hartford"
"51584",1216,1436,2010,78,78,66,"H",0,"Vermont","Hartford"
"51653",1216,1171,2010,26,68,56,"H",0,"Dartmouth","Hartford"
"51661",1216,1131,2010,103,58,55,"H",0,"Boston Univ","Hartford"
"51687",1216,1248,2010,22,86,82,"H",0,"Lafayette","Hartford"
"51756",1216,1436,2010,107,74,56,"A",0,"Vermont","Hartford"
"51811",1217,1163,2010,34,79,73,"H",0,"Connecticut","Harvard"
"51812",1217,1343,2010,124,54,51,"H",0,"Princeton","Harvard"
"51982",1217,1207,2010,51,86,70,"H",0,"Georgetown","Harvard"
"52004",1217,1165,2010,89,86,50,"H",0,"Cornell","Harvard"
"52071",1217,1165,2010,109,79,70,"A",0,"Cornell","Harvard"
"52120",1217,1343,2010,95,56,53,"A",0,"Princeton","Harvard"
"52189",1217,1119,2010,21,56,53,"H",0,"Army","Harvard"
"52250",1218,1308,2010,80,71,69,"A",0,"New Mexico St","Hawaii"
"52264",1218,1142,2010,111,102,89,"A",0,"Cal Poly","Hawaii"
"52287",1218,1256,2010,103,66,60,"H",0,"Louisiana Tech","Hawaii"
"52361",1218,1307,2010,25,83,71,"A",0,"New Mexico","Hawaii"
"52381",1218,1201,2010,68,78,64,"H",0,"Fresno St","Hawaii"
"52406",1218,1414,2010,30,80,70,"H",0,"UC Irvine","Hawaii"
"52414",1218,1429,2010,70,98,54,"H",0,"Utah St","Hawaii"
"52428",1218,1256,2010,82,65,60,"A",0,"Louisiana Tech","Hawaii"
"52439",1218,1129,2010,122,82,63,"H",0,"Boise St","Hawaii"
"52474",1218,1308,2010,105,88,64,"H",0,"New Mexico St","Hawaii"
"52478",1218,1140,2010,18,83,65,"A",0,"BYU","Hawaii"
"52482",1218,1225,2010,124,78,69,"H",0,"Idaho","Hawaii"
"52515",1218,1225,2010,61,59,52,"A",0,"Idaho","Hawaii"
"52542",1218,1305,2010,89,66,60,"H",0,"Nevada","Hawaii"
"52560",1218,1388,2010,53,84,75,"A",0,"St Mary's CA","Hawaii"
"52567",1218,1363,2010,87,83,60,"H",0,"San Jose St","Hawaii"
"52615",1218,1429,2010,115,61,50,"A",0,"Utah St","Hawaii"
"52630",1218,1294,2010,14,81,75,"A",0,"N Colorado","Hawaii"
"52652",1218,1424,2010,51,77,53,"A",0,"UNLV","Hawaii"
"52692",1218,1201,2010,97,61,51,"A",0,"Fresno St","Hawaii"
"52730",1219,1255,2010,92,70,66,"H",0,"Longwood","High Point"
"52745",1219,1440,2010,106,91,84,"H",0,"VMI","High Point"
"52791",1219,1251,2010,110,76,67,"H",0,"Liberty","High Point"
"52801",1219,1267,2010,48,109,76,"H",0,"Marshall","High Point"
"52815",1219,1120,2010,23,75,54,"H",0,"Auburn","High Point"
"52823",1219,1149,2010,73,73,69,"H",0,"Charleston So","High Point"
"52834",1219,1354,2010,37,76,63,"H",0,"S Carolina St","High Point"
"52840",1219,1457,2010,33,82,68,"H",0,"Winthrop","High Point"
"52877",1219,1440,2010,82,94,91,"A",0,"VMI","High Point"
"52895",1219,1347,2010,96,77,63,"H",0,"Radford","High Point"
"52927",1219,1421,2010,120,84,73,"H",0,"UNC Asheville","High Point"
"52936",1219,1157,2010,75,75,58,"H",0,"Coastal Car","High Point"
"52944",1219,1421,2010,87,83,69,"H",0,"UNC Asheville","High Point"
"52945",1219,1448,2010,16,83,60,"H",0,"Wake Forest","High Point"
"53018",1219,1464,2010,50,82,69,"H",0,"Youngstown St","High Point"
"53044",1220,1163,2010,15,76,67,"H",0,"Connecticut","Hofstra"
"53119",1220,1180,2010,82,75,62,"H",0,"Drexel","Hofstra"
"53146",1220,1456,2010,75,73,66,"H",0,"William & Mary","Hofstra"
"53147",1220,1433,2010,71,81,68,"A",0,"VCU","Hofstra"
"53160",1220,1318,2010,96,75,55,"A",0,"Northeastern","Hofstra"
"53171",1220,1456,2010,61,48,47,"A",0,"William & Mary","Hofstra"
"53238",1220,1385,2010,48,72,60,"H",0,"St John's","Hofstra"
"53264",1220,1206,2010,78,90,72,"A",0,"George Mason","Hofstra"
"53336",1220,1330,2010,68,57,46,"H",0,"Old Dominion","Hofstra"
